"사망원인별","연령별","항목","단위","2016 년",
"- 폐암","35","증가기대여명(여자)[년]","년",".42116",
"- 폐암","40","사망확률(전체)[%]","%","5.13767",
"- 폐암","40","증가기대여명(전체)[년]","년",".8733",
"- 폐암","40","사망확률(남자)[%]","%","7.99917",
"- 폐암","40","증가기대여명(남자)[년]","년","1.34145",
"- 폐암","40","사망확률(여자)[%]","%","2.73865",
"- 폐암","40","증가기대여명(여자)[년]","년",".42032",
"- 폐암","45","사망확률(전체)[%]","%","5.15554",
"- 폐암","45","증가기대여명(전체)[년]","년",".873",
"- 폐암","45","사망확률(남자)[%]","%","8.04987",
"- 폐암","45","증가기대여명(남자)[년]","년","1.3466",
"- 폐암","45","사망확률(여자)[%]","%","2.73743",
"- 폐암","45","증가기대여명(여자)[년]","년",".4166",
"- 폐암","50","사망확률(전체)[%]","%","5.17478",
"- 폐암","50","증가기대여명(전체)[년]","년",".87044",
"- 폐암","50","사망확률(남자)[%]","%","8.11972",
"- 폐암","50","증가기대여명(남자)[년]","년","1.3517",
"- 폐암","50","사망확률(여자)[%]","%","2.73084",
"- 폐암","50","증가기대여명(여자)[년]","년",".41038",
"- 폐암","55","사망확률(전체)[%]","%","5.17838",
"- 폐암","55","증가기대여명(전체)[년]","년",".85983",
"- 폐암","55","사망확률(남자)[%]","%","8.19137",
"- 폐암","55","증가기대여명(남자)[년]","년","1.34978",
"- 폐암","55","사망확률(여자)[%]","%","2.70875",
"- 폐암","55","증가기대여명(여자)[년]","년",".39851",
"- 폐암","60","사망확률(전체)[%]","%","5.14069",
"- 폐암","60","증가기대여명(전체)[년]","년",".83653",
"- 폐암","60","사망확률(남자)[%]","%","8.22472",
"- 폐암","60","증가기대여명(남자)[년]","년","1.33324",
"- 폐암","60","사망확률(여자)[%]","%","2.6647",
"- 폐암","60","증가기대여명(여자)[년]","년",".38058",
"- 폐암","65","사망확률(전체)[%]","%","5.00792",
"- 폐암","65","증가기대여명(전체)[년]","년",".79175",
"- 폐암","65","사망확률(남자)[%]","%","8.12673",
"- 폐암","65","증가기대여명(남자)[년]","년","1.28644",
"- 폐암","65","사망확률(여자)[%]","%","2.59181",
"- 폐암","65","증가기대여명(여자)[년]","년",".35675",
"- 폐암","70","사망확률(전체)[%]","%","4.70672",
"- 폐암","70","증가기대여명(전체)[년]","년",".71993",
"- 폐암","70","사망확률(남자)[%]","%","7.77445",
"- 폐암","70","증가기대여명(남자)[년]","년","1.20071",
"- 폐암","70","사망확률(여자)[%]","%","2.46974",
"- 폐암","70","증가기대여명(여자)[년]","년",".32515",
"- 폐암","75","사망확률(전체)[%]","%","4.16437",
"- 폐암","75","증가기대여명(전체)[년]","년",".62188",
"- 폐암","75","사망확률(남자)[%]","%","7.05575",
"- 폐암","75","증가기대여명(남자)[년]","년","1.0796",
"- 폐암","75","사망확률(여자)[%]","%","2.26297",
"- 폐암","75","증가기대여명(여자)[년]","년",".28292",
"- 폐암","80","사망확률(전체)[%]","%","3.3899",
"- 폐암","80","증가기대여명(전체)[년]","년",".50611",
"- 폐암","80","사망확률(남자)[%]","%","5.95597",
"- 폐암","80","증가기대여명(남자)[년]","년",".92997",
"- 폐암","80","사망확률(여자)[%]","%","1.97668",
"- 폐암","80","증가기대여명(여자)[년]","년",".23414",
"- 폐암","85","사망확률(전체)[%]","%","2.46832",
"- 폐암","85","증가기대여명(전체)[년]","년",".36289",
"- 폐암","85","사망확률(남자)[%]","%","4.49195",
"- 폐암","85","증가기대여명(남자)[년]","년",".70658",
"- 폐암","85","사망확률(여자)[%]","%","1.60505",
"- 폐암","85","증가기대여명(여자)[년]","년",".17342",
"- 폐암","90+","사망확률(전체)[%]","%","1.63086",
"- 폐암","90+","증가기대여명(전체)[년]","년",".07659",
"- 폐암","90+","사망확률(남자)[%]","%","2.835",
"- 폐암","90+","증가기대여명(남자)[년]","년",".11969",
"- 폐암","90+","사망확률(여자)[%]","%","1.21124",
"- 폐암","90+","증가기대여명(여자)[년]","년",".05982",
"내분비 영양대사 질환","0","사망확률(전체)[%]","%","3.80422",
"내분비 영양대사 질환","0","증가기대여명(전체)[년]","년",".52296",
"내분비 영양대사 질환","0","사망확률(남자)[%]","%","3.51395",
"내분비 영양대사 질환","0","증가기대여명(남자)[년]","년",".55315",
"내분비 영양대사 질환","0","사망확률(여자)[%]","%","3.98417",
"내분비 영양대사 질환","0","증가기대여명(여자)[년]","년",".47319",
"내분비 영양대사 질환","1","사망확률(전체)[%]","%","3.81151",
"내분비 영양대사 질환","1","증가기대여명(전체)[년]","년",".5216",
"내분비 영양대사 질환","1","사망확률(남자)[%]","%","3.52088",
"내분비 영양대사 질환","1","증가기대여명(남자)[년]","년",".55179",
"내분비 영양대사 질환","1","사망확률(여자)[%]","%","3.99137",
"내분비 영양대사 질환","1","증가기대여명(여자)[년]","년",".47182",
"내분비 영양대사 질환","5","사망확률(전체)[%]","%","3.81323",
"내분비 영양대사 질환","5","증가기대여명(전체)[년]","년",".52139",
"내분비 영양대사 질환","5","사망확률(남자)[%]","%","3.52257",
"내분비 영양대사 질환","5","증가기대여명(남자)[년]","년",".55151",
"내분비 영양대사 질환","5","사망확률(여자)[%]","%","3.99301",
"내분비 영양대사 질환","5","증가기대여명(여자)[년]","년",".47169",
"내분비 영양대사 질환","10","사망확률(전체)[%]","%","3.81448",
"내분비 영양대사 질환","10","증가기대여명(전체)[년]","년",".5213",
"내분비 영양대사 질환","10","사망확률(남자)[%]","%","3.52353",
"내분비 영양대사 질환","10","증가기대여명(남자)[년]","년",".55123",
"내분비 영양대사 질환","10","사망확률(여자)[%]","%","3.99458",
"내분비 영양대사 질환","10","증가기대여명(여자)[년]","년",".47188",
"내분비 영양대사 질환","15","사망확률(전체)[%]","%","3.81547",
"내분비 영양대사 질환","15","증가기대여명(전체)[년]","년",".52111",
"내분비 영양대사 질환","15","사망확률(남자)[%]","%","3.52489",
"내분비 영양대사 질환","15","증가기대여명(남자)[년]","년",".55128",
"내분비 영양대사 질환","15","사망확률(여자)[%]","%","3.99495",
"내분비 영양대사 질환","15","증가기대여명(여자)[년]","년",".47131",
"내분비 영양대사 질환","20","사망확률(전체)[%]","%","3.81893",
"내분비 영양대사 질환","20","증가기대여명(전체)[년]","년",".52124",
"내분비 영양대사 질환","20","사망확률(남자)[%]","%","3.52886",
"내분비 영양대사 질환","20","증가기대여명(남자)[년]","년",".55145",
"내분비 영양대사 질환","20","사망확률(여자)[%]","%","3.99764",
"내분비 영양대사 질환","20","증가기대여명(여자)[년]","년",".47143",
"내분비 영양대사 질환","25","사망확률(전체)[%]","%","3.82365",
"내분비 영양대사 질환","25","증가기대여명(전체)[년]","년",".52122",
"내분비 영양대사 질환","25","사망확률(남자)[%]","%","3.53415",
"내분비 영양대사 질환","25","증가기대여명(남자)[년]","년",".55147",
"내분비 영양대사 질환","25","사망확률(여자)[%]","%","4.00129",
"내분비 영양대사 질환","25","증가기대여명(여자)[년]","년",".47133",
"내분비 영양대사 질환","30","사망확률(전체)[%]","%","3.82913",
"내분비 영양대사 질환","30","증가기대여명(전체)[년]","년",".52077",
"내분비 영양대사 질환","30","사망확률(남자)[%]","%","3.54094",
"내분비 영양대사 질환","30","증가기대여명(남자)[년]","년",".55129",
"내분비 영양대사 질환","30","사망확률(여자)[%]","%","4.0049",
"내분비 영양대사 질환","30","증가기대여명(여자)[년]","년",".47063",
"내분비 영양대사 질환","35","사망확률(전체)[%]","%","3.83583",
"내분비 영양대사 질환","35","증가기대여명(전체)[년]","년",".52001",
"내분비 영양대사 질환","35","사망확률(남자)[%]","%","3.54916",
"내분비 영양대사 질환","35","증가기대여명(남자)[년]","년",".55109",
"내분비 영양대사 질환","35","사망확률(여자)[%]","%","4.00934",
"내분비 영양대사 질환","35","증가기대여명(여자)[년]","년",".46928",
"내분비 영양대사 질환","40","사망확률(전체)[%]","%","3.84481",
"내분비 영양대사 질환","40","증가기대여명(전체)[년]","년",".5192",
"내분비 영양대사 질환","40","사망확률(남자)[%]","%","3.55829",
"내분비 영양대사 질환","40","증가기대여명(남자)[년]","년",".55019",
"내분비 영양대사 질환","40","사망확률(여자)[%]","%","4.01736",
"내분비 영양대사 질환","40","증가기대여명(여자)[년]","년",".46871",
"내분비 영양대사 질환","45","사망확률(전체)[%]","%","3.85528",
"내분비 영양대사 질환","45","증가기대여명(전체)[년]","년",".51699",
"내분비 영양대사 질환","45","사망확률(남자)[%]","%","3.56924",
"내분비 영양대사 질환","45","증가기대여명(남자)[년]","년",".54766",
"내분비 영양대사 질환","45","사망확률(여자)[%]","%","4.02577",
"내분비 영양대사 질환","45","증가기대여명(여자)[년]","년",".46716",
"내분비 영양대사 질환","50","사망확률(전체)[%]","%","3.86575",
"내분비 영양대사 질환","50","증가기대여명(전체)[년]","년",".51237",
"내분비 영양대사 질환","50","사망확률(남자)[%]","%","3.57764",
"내분비 영양대사 질환","50","증가기대여명(남자)[년]","년",".54162",
"내분비 영양대사 질환","50","사망확률(여자)[%]","%","4.03548",
"내분비 영양대사 질환","50","증가기대여명(여자)[년]","년",".4647",
"내분비 영양대사 질환","55","사망확률(전체)[%]","%","3.87811",
"내분비 영양대사 질환","55","증가기대여명(전체)[년]","년",".5056",
"내분비 영양대사 질환","55","사망확률(남자)[%]","%","3.58395",
"내분비 영양대사 질환","55","증가기대여명(남자)[년]","년",".53214",
"내분비 영양대사 질환","55","사망확률(여자)[%]","%","4.04959",
"내분비 영양대사 질환","55","증가기대여명(여자)[년]","년",".46214",
"내분비 영양대사 질환","60","사망확률(전체)[%]","%","3.88452",
"내분비 영양대사 질환","60","증가기대여명(전체)[년]","년",".49498",
"내분비 영양대사 질환","60","사망확률(남자)[%]","%","3.57621",
"내분비 영양대사 질환","60","증가기대여명(남자)[년]","년",".51731",
"내분비 영양대사 질환","60","사망확률(여자)[%]","%","4.06306",
"내분비 영양대사 질환","60","증가기대여명(여자)[년]","년",".45772",
"내분비 영양대사 질환","65","사망확률(전체)[%]","%","3.88928",
"내분비 영양대사 질환","65","증가기대여명(전체)[년]","년",".48216",
"내분비 영양대사 질환","65","사망확률(남자)[%]","%","3.56296",
"내분비 영양대사 질환","65","증가기대여명(남자)[년]","년",".50067",
"내분비 영양대사 질환","65","사망확률(여자)[%]","%","4.07436",
"내분비 영양대사 질환","65","증가기대여명(여자)[년]","년",".4509",
"내분비 영양대사 질환","70","사망확률(전체)[%]","%","3.86456",
"내분비 영양대사 질환","70","증가기대여명(전체)[년]","년",".46223",
"내분비 영양대사 질환","70","사망확률(남자)[%]","%","3.52165",
"내분비 영양대사 질환","70","증가기대여명(남자)[년]","년",".47987",
"내분비 영양대사 질환","70","사망확률(여자)[%]","%","4.04834",
"내분비 영양대사 질환","70","증가기대여명(여자)[년]","년",".43398",
"내분비 영양대사 질환","75","사망확률(전체)[%]","%","3.81061",
"내분비 영양대사 질환","75","증가기대여명(전체)[년]","년",".43683",
"내분비 영양대사 질환","75","사망확률(남자)[%]","%","3.44249",
"내분비 영양대사 질환","75","증가기대여명(남자)[년]","년",".45577",
"내분비 영양대사 질환","75","사망확률(여자)[%]","%","3.99124",
"내분비 영양대사 질환","75","증가기대여명(여자)[년]","년",".41025",
"내분비 영양대사 질환","80","사망확률(전체)[%]","%","3.61251",
"내분비 영양대사 질환","80","증가기대여명(전체)[년]","년",".39166",
"내분비 영양대사 질환","80","사망확률(남자)[%]","%","3.24244",
"내분비 영양대사 질환","80","증가기대여명(남자)[년]","년",".4194",
"내분비 영양대사 질환","80","사망확률(여자)[%]","%","3.76488",
"내분비 영양대사 질환","80","증가기대여명(여자)[년]","년",".36209",
"내분비 영양대사 질환","85","사망확률(전체)[%]","%","3.27915",
"내분비 영양대사 질환","85","증가기대여명(전체)[년]","년",".3192",
"내분비 영양대사 질환","85","사망확률(남자)[%]","%","3.00711",
"내분비 영양대사 질환","85","증가기대여명(남자)[년]","년",".35561",
"내분비 영양대사 질환","85","사망확률(여자)[%]","%","3.35889",
"내분비 영양대사 질환","85","증가기대여명(여자)[년]","년",".28965",
"내분비 영양대사 질환","90+","사망확률(전체)[%]","%","2.69466",
"내분비 영양대사 질환","90+","증가기대여명(전체)[년]","년",".12793",
"내분비 영양대사 질환","90+","사망확률(남자)[%]","%","2.83479",
"내분비 영양대사 질환","90+","증가기대여명(남자)[년]","년",".11968",
"내분비 영양대사 질환","90+","사망확률(여자)[%]","%","2.64582",
"내분비 영양대사 질환","90+","증가기대여명(여자)[년]","년",".1326",
"- 당뇨병","0","사망확률(전체)[%]","%","3.36576",
"- 당뇨병","0","증가기대여명(전체)[년]","년",".4581",
"- 당뇨병","0","사망확률(남자)[%]","%","3.11447",
"- 당뇨병","0","증가기대여명(남자)[년]","년",".48223",
"- 당뇨병","0","사망확률(여자)[%]","%","3.51666",
"- 당뇨병","0","증가기대여명(여자)[년]","년",".41607",
"- 당뇨병","1","사망확률(전체)[%]","%","3.37523",
"- 당뇨병","1","증가기대여명(전체)[년]","년",".45939",
"- 당뇨병","1","사망확률(남자)[%]","%","3.12399",
"- 당뇨병","1","증가기대여명(남자)[년]","년",".48371",
"- 당뇨병","1","사망확률(여자)[%]","%","3.52566",
"- 당뇨병","1","증가기대여명(여자)[년]","년",".41713",
"- 당뇨병","5","사망확률(전체)[%]","%","3.37733",
"- 당뇨병","5","증가기대여명(전체)[년]","년",".45968",
"- 당뇨병","5","사망확률(남자)[%]","%","3.12626",
"- 당뇨병","5","증가기대여명(남자)[년]","년",".48406",
"- 당뇨병","5","사망확률(여자)[%]","%","3.5275",
"- 당뇨병","5","증가기대여명(여자)[년]","년",".41735",
"- 당뇨병","10","사망확률(전체)[%]","%","3.37881",
"- 당뇨병","10","증가기대여명(전체)[년]","년",".45988",
"- 당뇨병","10","사망확률(남자)[%]","%","3.12776",
"- 당뇨병","10","증가기대여명(남자)[년]","년",".48429",
"- 당뇨병","10","사망확률(여자)[%]","%","3.52889",
"- 당뇨병","10","증가기대여명(여자)[년]","년",".41751",
"- 당뇨병","15","사망확률(전체)[%]","%","3.38019",
"- 당뇨병","15","증가기대여명(전체)[년]","년",".46007",
"- 당뇨병","15","사망확률(남자)[%]","%","3.12925",
"- 당뇨병","15","증가기대여명(남자)[년]","년",".48452",
"- 당뇨병","15","사망확률(여자)[%]","%","3.5301",
"- 당뇨병","15","증가기대여명(여자)[년]","년",".41766",
"- 당뇨병","20","사망확률(전체)[%]","%","3.38369",
"- 당뇨병","20","증가기대여명(전체)[년]","년",".46047",
"- 당뇨병","20","사망확률(남자)[%]","%","3.13336",
"- 당뇨병","20","증가기대여명(남자)[년]","년",".48504",
"- 당뇨병","20","사망확률(여자)[%]","%","3.53278",
"- 당뇨병","20","증가기대여명(여자)[년]","년",".41797",
"- 당뇨병","25","사망확률(전체)[%]","%","3.38858",
"- 당뇨병","25","증가기대여명(전체)[년]","년",".46089",
"- 당뇨병","25","사망확률(남자)[%]","%","3.13876",
"- 당뇨병","25","증가기대여명(남자)[년]","년",".48547",
"- 당뇨병","25","사망확률(여자)[%]","%","3.5369",
"- 당뇨병","25","증가기대여명(여자)[년]","년",".41846",
"- 당뇨병","30","사망확률(전체)[%]","%","3.39421",
"- 당뇨병","30","증가기대여명(전체)[년]","년",".46092",
"- 당뇨병","30","사망확률(남자)[%]","%","3.14593",
"- 당뇨병","30","증가기대여명(남자)[년]","년",".48591",
"- 당뇨병","30","사망확률(여자)[%]","%","3.54053",
"- 당뇨병","30","증가기대여명(여자)[년]","년",".41811",
"- 당뇨병","35","사망확률(전체)[%]","%","3.4014",
"- 당뇨병","35","증가기대여명(전체)[년]","년",".46092",
"- 당뇨병","35","사망확률(남자)[%]","%","3.15392",
"- 당뇨병","35","증가기대여명(남자)[년]","년",".48608",
"- 당뇨병","35","사망확률(여자)[%]","%","3.54635",
"- 당뇨병","35","증가기대여명(여자)[년]","년",".41796",
"- 당뇨병","40","사망확률(전체)[%]","%","3.41058",
"- 당뇨병","40","증가기대여명(전체)[년]","년",".46078",
"- 당뇨병","40","사망확률(남자)[%]","%","3.1629",
"- 당뇨병","40","증가기대여명(남자)[년]","년",".48565",
"- 당뇨병","40","사망확률(여자)[%]","%","3.55508",
"- 당뇨병","40","증가기대여명(여자)[년]","년",".4183",
"- 당뇨병","45","사망확률(전체)[%]","%","3.42215",
"- 당뇨병","45","증가기대여명(전체)[년]","년",".45979",
"- 당뇨병","45","사망확률(남자)[%]","%","3.17519",
"- 당뇨병","45","증가기대여명(남자)[년]","년",".48439",
"- 당뇨병","45","사망확률(여자)[%]","%","3.56456",
"- 당뇨병","45","증가기대여명(여자)[년]","년",".41787",
"- 당뇨병","50","사망확률(전체)[%]","%","3.43383",
"- 당뇨병","50","증가기대여명(전체)[년]","년",".45663",
"- 당뇨병","50","사망확률(남자)[%]","%","3.18619",
"- 당뇨병","50","증가기대여명(남자)[년]","년",".48026",
"- 당뇨병","50","사망확률(여자)[%]","%","3.57448",
"- 당뇨병","50","증가기대여명(여자)[년]","년",".41628",
"- 당뇨병","55","사망확률(전체)[%]","%","3.44755",
"- 당뇨병","55","증가기대여명(전체)[년]","년",".45161",
"- 당뇨병","55","사망확률(남자)[%]","%","3.19648",
"- 당뇨병","55","증가기대여명(남자)[년]","년",".47328",
"- 당뇨병","55","사망확률(여자)[%]","%","3.58791",
"- 당뇨병","55","증가기대여명(여자)[년]","년",".41441",
"- 당뇨병","60","사망확률(전체)[%]","%","3.45659",
"- 당뇨병","60","증가기대여명(전체)[년]","년",".44324",
"- 당뇨병","60","사망확률(남자)[%]","%","3.19586",
"- 당뇨병","60","증가기대여명(남자)[년]","년",".46179",
"- 당뇨병","60","사망확률(여자)[%]","%","3.60057",
"- 당뇨병","60","증가기대여명(여자)[년]","년",".41082",
"- 당뇨병","65","사망확률(전체)[%]","%","3.46232",
"- 당뇨병","65","증가기대여명(전체)[년]","년",".4325",
"- 당뇨병","65","사망확률(남자)[%]","%","3.18895",
"- 당뇨병","65","증가기대여명(남자)[년]","년",".44833",
"- 당뇨병","65","사망확률(여자)[%]","%","3.60928",
"- 당뇨병","65","증가기대여명(여자)[년]","년",".40463",
"- 당뇨병","70","사망확률(전체)[%]","%","3.44018",
"- 당뇨병","70","증가기대여명(전체)[년]","년",".41516",
"- 당뇨병","70","사망확률(남자)[%]","%","3.15627",
"- 당뇨병","70","증가기대여명(남자)[년]","년",".43103",
"- 당뇨병","70","사망확률(여자)[%]","%","3.58286",
"- 당뇨병","70","증가기대여명(여자)[년]","년",".38916",
"- 당뇨병","75","사망확률(전체)[%]","%","3.38326",
"- 당뇨병","75","증가기대여명(전체)[년]","년",".39193",
"- 당뇨병","75","사망확률(남자)[%]","%","3.07574",
"- 당뇨병","75","증가기대여명(남자)[년]","년",".40912",
"- 당뇨병","75","사망확률(여자)[%]","%","3.52527",
"- 당뇨병","75","증가기대여명(여자)[년]","년",".36742",
"- 당뇨병","80","사망확률(전체)[%]","%","3.18308",
"- 당뇨병","80","증가기대여명(전체)[년]","년",".35017",
"- 당뇨병","80","사망확률(남자)[%]","%","2.87339",
"- 당뇨병","80","증가기대여명(남자)[년]","년",".37562",
"- 당뇨병","80","사망확률(여자)[%]","%","3.30261",
"- 당뇨병","80","증가기대여명(여자)[년]","년",".32291",
"- 당뇨병","85","사망확률(전체)[%]","%","2.81684",
"- 당뇨병","85","증가기대여명(전체)[년]","년",".28116",
"- 당뇨병","85","사망확률(남자)[%]","%","2.59286",
"- 당뇨병","85","증가기대여명(남자)[년]","년",".31546",
"- 당뇨병","85","사망확률(여자)[%]","%","2.87693",
"- 당뇨병","85","증가기대여명(여자)[년]","년",".25359",
"- 당뇨병","90+","사망확률(전체)[%]","%","2.2137",
"- 당뇨병","90+","증가기대여명(전체)[년]","년",".10458",
"- 당뇨병","90+","사망확률(남자)[%]","%","2.34178",
"- 당뇨병","90+","증가기대여명(남자)[년]","년",".09837",
"- 당뇨병","90+","사망확률(여자)[%]","%","2.16906",
"- 당뇨병","90+","증가기대여명(여자)[년]","년",".10818",
"순환계통의 질환","0","사망확률(전체)[%]","%","24.02058",
"순환계통의 질환","0","증가기대여명(전체)[년]","년","3.1741",
"순환계통의 질환","0","사망확률(남자)[%]","%","20.42483",
"순환계통의 질환","0","증가기대여명(남자)[년]","년","3.06477",
"순환계통의 질환","0","사망확률(여자)[%]","%","26.83947",
"순환계통의 질환","0","증가기대여명(여자)[년]","년","3.13648",
"순환계통의 질환","1","사망확률(전체)[%]","%","24.08281",
"순환계통의 질환","1","증가기대여명(전체)[년]","년","3.17844",
"순환계통의 질환","1","사망확률(남자)[%]","%","20.48203",
"순환계통의 질환","1","증가기대여명(남자)[년]","년","3.06982",
"순환계통의 질환","1","사망확률(여자)[%]","%","26.90265",
"순환계통의 질환","1","증가기대여명(여자)[년]","년","3.13963",
"순환계통의 질환","5","사망확률(전체)[%]","%","24.09492",
"순환계통의 질환","5","증가기대여명(전체)[년]","년","3.17799",
"순환계통의 질환","5","사망확률(남자)[%]","%","20.49293",
"순환계통의 질환","5","증가기대여명(남자)[년]","년","3.06885",
"순환계통의 질환","5","사망확률(여자)[%]","%","26.91499",
"순환계통의 질환","5","증가기대여명(여자)[년]","년","3.13982",
"순환계통의 질환","10","사망확률(전체)[%]","%","24.10227",
"순환계통의 질환","10","증가기대여명(전체)[년]","년","3.17688",
"순환계통의 질환","10","사망확률(남자)[%]","%","20.49969",
"순환계통의 질환","10","증가기대여명(남자)[년]","년","3.06799",
"순환계통의 질환","10","사망확률(여자)[%]","%","26.92193",
"순환계통의 질환","10","증가기대여명(여자)[년]","년","3.13808",
"순환계통의 질환","15","사망확률(전체)[%]","%","24.10924",
"순환계통의 질환","15","증가기대여명(전체)[년]","년","3.17606",
"순환계통의 질환","15","사망확률(남자)[%]","%","20.50662",
"순환계통의 질환","15","증가기대여명(남자)[년]","년","3.06746",
"순환계통의 질환","15","사망확률(여자)[%]","%","26.928",
"순환계통의 질환","15","증가기대여명(여자)[년]","년","3.13676",
"순환계통의 질환","20","사망확률(전체)[%]","%","24.13031",
"순환계통의 질환","20","증가기대여명(전체)[년]","년","3.17613",
"순환계통의 질환","20","사망확률(남자)[%]","%","20.53084",
"순환계통의 질환","20","증가기대여명(남자)[년]","년","3.06889",
"순환계통의 질환","20","사망확률(여자)[%]","%","26.94311",
"순환계통의 질환","20","증가기대여명(여자)[년]","년","3.13529",
"순환계통의 질환","25","사망확률(전체)[%]","%","24.16128",
"순환계통의 질환","25","증가기대여명(전체)[년]","년","3.17631",
"순환계통의 질환","25","사망확률(남자)[%]","%","20.5641",
"순환계통의 질환","25","증가기대여명(남자)[년]","년","3.06992",
"순환계통의 질환","25","사망확률(여자)[%]","%","26.96748",
"순환계통의 질환","25","증가기대여명(여자)[년]","년","3.13425",
"순환계통의 질환","30","사망확률(전체)[%]","%","24.19877",
"순환계통의 질환","30","증가기대여명(전체)[년]","년","3.17445",
"순환계통의 질환","30","사망확률(남자)[%]","%","20.60182",
"순환계통의 질환","30","증가기대여명(남자)[년]","년","3.06708",
"순환계통의 질환","30","사망확률(여자)[%]","%","26.99863",
"순환계통의 질환","30","증가기대여명(여자)[년]","년","3.13332",
"순환계통의 질환","35","사망확률(전체)[%]","%","24.24341",
"순환계통의 질환","35","증가기대여명(전체)[년]","년","3.16996",
"순환계통의 질환","35","사망확률(남자)[%]","%","20.63776",
"순환계통의 질환","35","증가기대여명(남자)[년]","년","3.05877",
"순환계통의 질환","35","사망확률(여자)[%]","%","27.04542",
"순환계통의 질환","35","증가기대여명(여자)[년]","년","3.13303",
"순환계통의 질환","40","사망확률(전체)[%]","%","24.29051",
"순환계통의 질환","40","증가기대여명(전체)[년]","년","3.15874",
"순환계통의 질환","40","사망확률(남자)[%]","%","20.66918",
"순환계통의 질환","40","증가기대여명(남자)[년]","년","3.04173",
"순환계통의 질환","40","사망확률(여자)[%]","%","27.09938",
"순환계통의 질환","40","증가기대여명(여자)[년]","년","3.12851",
"순환계통의 질환","45","사망확률(전체)[%]","%","24.35256",
"순환계통의 질환","45","증가기대여명(전체)[년]","년","3.14009",
"순환계통의 질환","45","사망확률(남자)[%]","%","20.70826",
"순환계통의 질환","45","증가기대여명(남자)[년]","년","3.01298",
"순환계통의 질환","45","사망확률(여자)[%]","%","27.16676",
"순환계통의 질환","45","증가기대여명(여자)[년]","년","3.12166",
"순환계통의 질환","50","사망확률(전체)[%]","%","24.44226",
"순환계통의 질환","50","증가기대여명(전체)[년]","년","3.11477",
"순환계통의 질환","50","사망확률(남자)[%]","%","20.77178",
"순환계통의 질환","50","증가기대여명(남자)[년]","년","2.97531",
"순환계통의 질환","50","사망확률(여자)[%]","%","27.25134",
"순환계통의 질환","50","증가기대여명(여자)[년]","년","3.111",
"순환계통의 질환","55","사망확률(전체)[%]","%","24.58237",
"순환계통의 질환","55","증가기대여명(전체)[년]","년","3.08517",
"순환계통의 질환","55","사망확률(남자)[%]","%","20.88314",
"순환계통의 질환","55","증가기대여명(남자)[년]","년","2.93137",
"순환계통의 질환","55","사망확률(여자)[%]","%","27.36803",
"순환계통의 질환","55","증가기대여명(여자)[년]","년","3.09852",
"순환계통의 질환","60","사망확률(전체)[%]","%","24.76978",
"순환계통의 질환","60","증가기대여명(전체)[년]","년","3.04873",
"순환계통의 질환","60","사망확률(남자)[%]","%","21.02092",
"순환계통의 질환","60","증가기대여명(남자)[년]","년","2.87561",
"순환계통의 질환","60","사망확률(여자)[%]","%","27.52591",
"순환계통의 질환","60","증가기대여명(여자)[년]","년","3.08465",
"순환계통의 질환","65","사망확률(전체)[%]","%","25.02371",
"순환계통의 질환","65","증가기대여명(전체)[년]","년","3.00573",
"순환계통의 질환","65","사망확률(남자)[%]","%","21.23273",
"순환계통의 질환","65","증가기대여명(남자)[년]","년","2.81787",
"순환계통의 질환","65","사망확률(여자)[%]","%","27.70428",
"순환계통의 질환","65","증가기대여명(여자)[년]","년","3.05763",
"순환계통의 질환","70","사망확률(전체)[%]","%","25.37355",
"순환계통의 질환","70","증가기대여명(전체)[년]","년","2.95454",
"순환계통의 질환","70","사망확률(남자)[%]","%","21.53995",
"순환계통의 질환","70","증가기대여명(남자)[년]","년","2.75755",
"순환계통의 질환","70","사망확률(여자)[%]","%","27.92416",
"순환계통의 질환","70","증가기대여명(여자)[년]","년","3.01426",
"순환계통의 질환","75","사망확률(전체)[%]","%","25.80474",
"순환계통의 질환","75","증가기대여명(전체)[년]","년","2.87283",
"순환계통의 질환","75","사망확률(남자)[%]","%","21.87767",
"순환계통의 질환","75","증가기대여명(남자)[년]","년","2.67102",
"순환계통의 질환","75","사망확률(여자)[%]","%","28.17591",
"순환계통의 질환","75","증가기대여명(여자)[년]","년","2.93373",
"순환계통의 질환","80","사망확률(전체)[%]","%","26.29609",
"순환계통의 질환","80","증가기대여명(전체)[년]","년","2.72562",
"순환계통의 질환","80","사망확률(남자)[%]","%","22.22603",
"순환계통의 질환","80","증가기대여명(남자)[년]","년","2.52454",
"순환계통의 질환","80","사망확률(여자)[%]","%","28.38215",
"순환계통의 질환","80","증가기대여명(여자)[년]","년","2.77899",
"순환계통의 질환","85","사망확률(전체)[%]","%","26.58818",
"순환계통의 질환","85","증가기대여명(전체)[년]","년","2.41909",
"순환계통의 질환","85","사망확률(남자)[%]","%","22.52241",
"순환계통의 질환","85","증가기대여명(남자)[년]","년","2.19183",
"순환계통의 질환","85","사망확률(여자)[%]","%","28.24632",
"순환계통의 질환","85","증가기대여명(여자)[년]","년","2.48426",
"순환계통의 질환","90+","사망확률(전체)[%]","%","26.32291",
"순환계통의 질환","90+","증가기대여명(전체)[년]","년","1.65048",
"순환계통의 질환","90+","사망확률(남자)[%]","%","23.10969",
"순환계통의 질환","90+","증가기대여명(남자)[년]","년","1.23296",
"순환계통의 질환","90+","사망확률(여자)[%]","%","27.44267",
